"","Population","Cohort","Old.Block","Old.Replicate","New.Block","New.Position","germdate","Notes","plantdate","germjul","plantjul","days2germ","plantSep","germSep","days2germ2","planted","germinated","water.date","RegermSep","Redays2germ","mean.Temp"
"1418","STBR3",5,1,4,1,"H_10",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1419","STPO1",5,1,8,1,"H_12",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1420","CACO1",5,2,1,1,"H_13",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1421","STPO1",2,1,2,1,"H_14",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1422","CACO1",4,2,4,1,"H_15",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1423","STDR2",7,3,1,1,"H_16",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1424","STIN",6,1,13,1,"H_17",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1425","blank",5,2,3,1,"H_18",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1426","STBR3",1,2,14,1,"H_19",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1427","CAIN3",7,1,16,1,"H_20",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1428","STIN",5,1,3,1,"I_01",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1429","CAIN3",2,2,4,1,"I_02",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1430","CAAN1",4,1,2,1,"I_03",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1431","CAAN2",6,2,12,1,"I_04",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1432","blank",7,1,1,1,"I_05",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1433","CAAN2",6,2,6,1,"I_06",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1434","STGL1",6,2,2,1,"I_07",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1435","CAAN1",5,1,13,1,"I_08",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1436","STBR3",4,2,5,1,"I_09",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1437","STBR3",2,3,4,1,"I_10",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1438","CAIN4",4,1,5,1,"I_11",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1439","CAAM-GB",5,2,4,1,"I_12",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1440","CAIN4",7,1,1,1,"I_13",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1441","STDR2",7,1,4,1,"I_14",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1443","blank",5,3,2,1,"I_16",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1444","CAAN1",2,2,4,1,"I_17",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1445","STGL1",3,3,11,1,"I_19",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1446","CAIN4",7,3,14,1,"I_20",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1447","STTO-BH",6,3,16,1,"J_02",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1448","STDR2",5,2,7,1,"J_03",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1449","STPO1",1,2,16,1,"J_04",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1450","STDR2",6,2,6,1,"J_05",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1451","blank",3,2,1,1,"J_06",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1452","STIN",6,2,10,1,"J_07",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1453","CAIN4",5,1,11,1,"J_08",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1454","CAAM-GB",7,1,5,1,"J_09",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1455","CAIN4",4,3,7,1,"J_10",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1456","STDR2",2,3,1,1,"J_11",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1457","CAAN1",4,1,4,1,"J_12",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1458","STTO-BH",2,2,2,1,"J_13",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1459","STIN",5,3,13,1,"J_14",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1460","CAIN3",1,3,5,1,"J_15",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1461","CAAN1",5,1,4,1,"J_16",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1462","STDR2",3,3,6,1,"J_17",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1463","CAAN2",7,1,1,1,"J_18",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1464","CACO1",5,3,2,1,"J_19",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1465","CAIN4",4,1,13,1,"J_20",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1466","CAAM-GB",6,2,11,2,"A_01",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1467","CAAN1",3,1,1,2,"A_02",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1468","STDI",6,1,11,2,"A_04",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1469","STDI",1,2,8,2,"A_05",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1470","CAIN4",4,3,12,2,"A_06",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1471","CAAM-GB",1,3,8,2,"A_07",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1472","CAAN2",7,1,10,2,"A_08",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1473","CACO1",6,2,3,2,"A_09",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1474","CAIN3",5,2,14,2,"A_10",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1475","CAAN1",6,2,1,2,"A_11",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1476","CAIN3",4,2,11,2,"A_12",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1477","CACO1",2,3,1,2,"A_13",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1478","STDR2",5,3,3,2,"A_14",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1479","STIN",5,2,1,2,"A_15",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1480","CAIN3",6,2,13,2,"A_16",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1481","CAAM-GB",1,3,5,2,"A_17",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1482","CAAM-GB",5,1,13,2,"A_18",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1483","STDI",4,1,12,2,"A_19",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1484","CAIN4",1,3,16,2,"A_20",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1485","STGL1",6,1,6,2,"B_01",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1486","CAAN2",1,3,10,2,"B_02",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1487","STGL1",1,1,14,2,"B_03",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1488","CAIN3",7,3,13,2,"B_04",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1489","CAAN2",4,2,3,2,"B_05",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1490","CAIN4",6,2,1,2,"B_06",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1491","CAIN3",2,1,12,2,"B_07",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1492","CAAM-GB",2,2,1,2,"B_08",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1493","STDI",6,1,9,2,"B_09",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1494","CAAM-GB",5,2,15,2,"B_11",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1495","CAIN4",5,2,2,2,"B_12",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1496","CAAM-GB",7,3,14,2,"B_13",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1497","CACO1",5,1,1,2,"B_14",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1498","CAAN2",7,1,2,2,"B_15",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1499","CAAM-GB",2,1,13,2,"B_16",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1500","CAIN4",5,1,9,2,"B_17",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1501","CAAM-GB",1,1,9,2,"B_18",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1502","CAAN1",7,1,13,2,"B_19",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1503","CAIN3",2,3,15,2,"B_20",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1504","STDI",2,2,1,2,"C_02",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1505","CAIN4",5,1,12,2,"C_03",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1506","STDI",7,2,2,2,"C_04",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1507","STDR2",6,3,5,2,"C_05",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1509","blank",6,3,3,2,"C_07",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1510","STDI",7,2,10,2,"C_08",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1511","STDR2",7,3,11,2,"C_09",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1512","STBR3",5,2,9,2,"C_10",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1513","CAAN1",6,3,14,2,"C_11",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1514","STPO1",1,2,5,2,"C_12",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1515","STPO1",7,2,8,2,"C_13",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1516","CAAN1",4,2,12,2,"C_14",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1517","blank",6,2,3,2,"C_15",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1518","CAAN1",1,3,10,2,"C_16",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1519","STDR2",1,2,11,2,"C_17",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1520","CAAM-GB",4,3,6,2,"C_18",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1521","CAAN1",4,2,10,2,"C_19",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1522","CAIN3",5,2,9,2,"C_20",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1523","CAAM-GB",3,1,15,2,"D_01",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1524","STDI",5,3,14,2,"D_02",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1525","STDR2",6,2,4,2,"D_03",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1526","STGL1",5,1,9,2,"D_04",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1527","STDI",7,1,9,2,"D_05",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1529","CAAN2",3,1,15,2,"D_07",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1530","STTO-BH",4,3,2,2,"D_08",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1531","CAIN3",7,2,16,2,"D_09",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1532","CAAN2",7,3,5,2,"D_10",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1533","STBR3",3,1,13,2,"D_12",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1534","CAAN1",3,2,7,2,"D_14",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1535","STDI",5,1,16,2,"D_16",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1536","CAAN2",2,2,14,2,"D_17",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1537","CAAN2",5,1,10,2,"D_18",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1538","CACO1",2,3,3,2,"D_19",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1539","CAIN4",7,3,5,2,"D_20",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1540","STIN",5,3,15,2,"E_01",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1541","STGL1",6,1,16,2,"E_02",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1542","CAAN2",7,3,16,2,"E_03",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1543","CAAN2",5,1,7,2,"E_04",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1544","CAAM-GB",1,2,13,2,"E_05",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1545","STDI",5,3,4,2,"E_06",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1546","CAAM-GB",6,2,3,2,"E_07",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1547","STBR3",7,2,6,2,"E_08",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1548","CAAN1",1,2,2,2,"E_10",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1549","CAAM-GB",5,3,8,2,"E_11",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1550","CAAM-GB",4,1,7,2,"E_12",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1551","STDI",1,3,11,2,"E_13",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1552","CAAM-GB",1,1,15,2,"E_14",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1553","STIN",2,3,11,2,"E_15",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1554","CAAM-GB",4,1,6,2,"E_17",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1555","STBR3",7,3,14,2,"E_18",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1556","CAIN3",3,1,13,2,"E_19",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1557","STTO-BH",5,2,6,2,"F_01",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1558","blank",7,2,3,2,"F_02",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1559","CAAN2",7,2,11,2,"F_03",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1560","CAAN1",1,2,7,2,"F_05",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1561","STIN",3,2,3,2,"F_07",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1562","CAIN3",2,2,1,2,"F_08",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1563","CACO1",1,1,1,2,"F_09",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1564","CAIN3",6,3,10,2,"F_10",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1565","CAAN1",6,2,8,2,"F_14",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1566","blank",2,1,1,2,"F_15",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1567","STTO-BH",4,2,6,2,"F_16",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1568","CAAN1",2,3,10,2,"F_18",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1569","CAAM-GB",4,3,4,2,"F_19",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1570","STDR2",4,3,15,2,"F_20",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1571","STGL1",6,2,3,2,"G_01",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1572","CAAM-GB",7,2,14,2,"G_02",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1573","CAAM-GB",6,1,12,2,"G_04",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1574","STIN",3,1,1,2,"G_05",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1575","CAAN2",4,3,8,2,"G_06",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1577","STIN",6,2,2,2,"G_08",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1578","CACO1",2,1,1,2,"G_09",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1579","CAIN4",2,2,4,2,"G_10",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1580","STDI",5,1,7,2,"G_11",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1581","CAIN4",5,2,11,2,"G_12",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1582","STDR2",7,2,10,2,"G_13",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1583","STDI",4,2,1,2,"G_14",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1584","STIN",3,3,15,2,"G_15",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1585","STIN",5,3,14,2,"G_16",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1586","STGL1",5,3,13,2,"G_17",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1587","CAAM-GB",7,1,14,2,"G_18",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1588","blank",7,1,3,2,"G_20",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1589","STTO-BH",5,2,2,2,"H_01",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1590","STGL1",4,2,11,2,"H_02",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1591","STGL1",4,2,15,2,"H_03",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1592","STBR3",5,1,2,2,"H_04",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1593","STPO1",7,2,5,2,"H_05",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1594","CAIN4",6,1,12,2,"H_06",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1595","STIN",7,3,15,2,"H_07",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1596","STIN",5,1,13,2,"H_08",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1597","STDI",4,3,15,2,"H_09",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1598","STDI",1,1,6,2,"H_11",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1599","STDR2",2,1,9,2,"H_13",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1600","CAIN4",4,1,4,2,"H_14",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1601","CAIN4",6,2,4,2,"H_16",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1602","CAAM-GB",4,3,9,2,"H_17",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1603","CAIN3",2,1,2,2,"H_18",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1604","CAAN2",7,2,7,2,"H_19",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1605","blank",7,3,3,2,"H_20",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1606","STBR3",7,3,9,2,"I_01",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1607","STIN",1,2,10,2,"I_02",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1608","STDR2",4,1,11,2,"I_04",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1609","STTO-BH",7,1,3,2,"I_05",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1610","STIN",7,1,3,2,"I_06",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1611","STDI",7,3,10,2,"I_07",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1612","CAAN1",4,1,8,2,"I_08",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1613","CAAN2",2,1,6,2,"I_09",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1614","CAIN3",5,1,3,2,"I_10",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1615","STPO1",4,2,8,2,"I_11",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1616","CAIN4",3,1,7,2,"I_12",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1617","CAIN3",7,1,12,2,"I_14",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
